tool_1	tool_2	tool_3	nr_union	cell_line	perc_compound_val_1	count_group	perc_compound_val_2	perc_compound_val_3	total_n_1	total_n_2	total_n_3	w_val_rate	tool_lt_1	tool_lt_2	tool_lt_3	tool_combo
KNIFE	NCLscan	CIRI2	7584	NCI-H23	0.927353034804754	count ≥ 5	0.9482758620689656	0.9413793103448276	1879	1741	6208	0.9399193515344821	K	N	G	GKN
KNIFE	NCLscan	CIRIquant	5794	NCI-H23	0.927353034804754	count ≥ 5	0.9482758620689656	0.9623376623376624	1879	1741	4294	0.9509379012304934	K	N	H	HKN
KNIFE	NCLscan	ecircscreen	3860	NCI-H23	0.927353034804754	count ≥ 5	0.9482758620689656	0.9459915611814346	1879	1741	1909	0.9403766537449015	K	N	I	IKN
KNIFE	NCLscan	find_circ	4667	NCI-H23	0.927353034804754	count ≥ 5	0.9482758620689656	0.931033145958519	1879	1741	3043	0.9345007491238144	K	N	J	JKN
KNIFE	NCLscan	NCLcomparator	2466	NCI-H23	0.927353034804754	count ≥ 5	0.9482758620689656	0.9276515151515152	1879	1741	1692	0.9343055331130583	K	N	L	KLN
KNIFE	NCLscan	PFv2	3362	NCI-H23	0.927353034804754	count ≥ 5	0.9482758620689656	0.2439538043478261	1879	1741	958	0.7923006493720882	K	N	M	KMN
KNIFE	NCLscan	segemehl	3274	NCI-H23	0.927353034804754	count ≥ 5	0.9482758620689656	0.8947784810126582	1879	1741	1148	0.9271498163722176	K	N	O	KNO
KNIFE	NCLscan	CircSplice	4806	NCI-H23	0.927353034804754	count ≥ 5	0.9482758620689656	0.8546995936532509	1879	1741	3228	0.8984250754341262	K	N	E	EKN
KNIFE	NCLcomparator	circtools	5808	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	0.9561507936507936	1879	1692	4397	0.9433079512697083	K	L	F	FKL
KNIFE	NCLcomparator	CIRCexplorer3	6160	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	0.947398190045249	1879	1692	4747	0.9388533210121777	K	L	A	AKL
KNIFE	NCLcomparator	CirComPara2	6300	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	0.9625	1879	1692	4912	0.9477640829935751	K	L	B	BKL
KNIFE	NCLcomparator	circRNA_finder	4582	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	0.9368589743589744	1879	1692	2962	0.9317402415560659	K	L	C	CKL
KNIFE	NCLcomparator	circseq_cup	4860	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	0.7788351732013704	1879	1692	2784	0.8623697621128422	K	L	D	DKL
KNIFE	NCLcomparator	CIRI2	7573	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	0.9413793103448276	1879	1692	6208	0.9363089758313925	K	L	G	GKL
KNIFE	NCLcomparator	CIRIquant	5781	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	0.9623376623376624	1879	1692	4294	0.9465175636506572	K	L	H	HKL
KNIFE	NCLcomparator	ecircscreen	3845	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	0.9459915611814346	1879	1692	1909	0.9339380668485137	K	L	I	IKL
KNIFE	NCLcomparator	find_circ	4652	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	0.931033145958519	1879	1692	3043	0.9291225550629377	K	L	J	JKL
KNIFE	NCLcomparator	NCLscan	2466	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	0.9482758620689656	1879	1692	1741	0.9343055331130583	K	L	N	KLN
KNIFE	NCLcomparator	PFv2	3345	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	0.2439538043478261	1879	1692	958	0.7829080283947261	K	L	M	KLM
KNIFE	NCLcomparator	Sailfish-cir	2448	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	NA	1879	1692	NA	NA	K	L	N	KLN
KNIFE	NCLcomparator	segemehl	3259	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	0.8947784810126582	1879	1692	1148	0.9195355821650835	K	L	O	KLO
KNIFE	NCLcomparator	CircSplice	4792	NCI-H23	0.927353034804754	count ≥ 5	0.9276515151515152	0.8546995936532509	1879	1692	3228	0.8929332261137212	K	L	E	EKL
KNIFE	PFv2	circtools	6229	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	0.9561507936507936	1879	958	4397	0.854354318032332	K	M	F	FKM
KNIFE	PFv2	CIRCexplorer3	6617	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	0.947398190045249	1879	958	4747	0.8535737480364117	K	M	A	AKM
KNIFE	PFv2	CirComPara2	6757	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	0.9625	1879	958	4912	0.8651444182427862	K	M	B	BKM
KNIFE	PFv2	circRNA_finder	4983	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	0.9368589743589744	1879	958	2962	0.8193102912596365	K	M	C	CKM
KNIFE	PFv2	circseq_cup	5170	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	0.7788351732013704	1879	958	2784	0.7373209783234238	K	M	D	DKM
KNIFE	PFv2	CIRI2	8032	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	0.9413793103448276	1879	958	6208	0.8645977728672238	K	M	G	GKM
KNIFE	PFv2	CIRIquant	6197	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	0.9623376623376624	1879	958	4294	0.8566094543600157	K	M	H	HKM
KNIFE	PFv2	ecircscreen	4144	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	0.9459915611814346	1879	958	1909	0.7969030735901198	K	M	I	IKM
KNIFE	PFv2	find_circ	5017	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	0.931033145958519	1879	958	3043	0.8179146190671979	K	M	J	JKM
KNIFE	PFv2	NCLscan	3362	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	0.9482758620689656	1879	958	1741	0.7923006493720881	K	M	N	KMN
KNIFE	PFv2	NCLcomparator	3345	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	0.9276515151515152	1879	958	1692	0.782908028394726	K	M	L	KLM
KNIFE	PFv2	Sailfish-cir	2781	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	NA	1879	958	NA	NA	K	M	N	KMN
KNIFE	PFv2	segemehl	3533	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	0.8947784810126582	1879	958	1148	0.7536787435798951	K	M	O	KMO
KNIFE	PFv2	CircSplice	5224	NCI-H23	0.927353034804754	count ≥ 5	0.2439538043478261	0.8546995936532509	1879	958	3228	0.7807377387099825	K	M	E	EKM
KNIFE	Sailfish-cir	circtools	5476	NCI-H23	0.927353034804754	count ≥ 5	NA	0.9561507936507936	1879	NA	4397	NA	K	N	F	FKN
KNIFE	Sailfish-cir	CIRCexplorer3	5823	NCI-H23	0.927353034804754	count ≥ 5	NA	0.947398190045249	1879	NA	4747	NA	K	N	A	AKN
KNIFE	Sailfish-cir	CirComPara2	5983	NCI-H23	0.927353034804754	count ≥ 5	NA	0.9625	1879	NA	4912	NA	K	N	B	BKN
KNIFE	Sailfish-cir	circRNA_finder	4200	NCI-H23	0.927353034804754	count ≥ 5	NA	0.9368589743589744	1879	NA	2962	NA	K	N	C	CKN
KNIFE	Sailfish-cir	circseq_cup	4362	NCI-H23	0.927353034804754	count ≥ 5	NA	0.7788351732013704	1879	NA	2784	NA	K	N	D	DKN
KNIFE	Sailfish-cir	CIRI2	7263	NCI-H23	0.927353034804754	count ≥ 5	NA	0.9413793103448276	1879	NA	6208	NA	K	N	G	GKN
KNIFE	Sailfish-cir	CIRIquant	5420	NCI-H23	0.927353034804754	count ≥ 5	NA	0.9623376623376624	1879	NA	4294	NA	K	N	H	HKN
KNIFE	Sailfish-cir	ecircscreen	3360	NCI-H23	0.927353034804754	count ≥ 5	NA	0.9459915611814346	1879	NA	1909	NA	K	N	I	IKN
KNIFE	Sailfish-cir	find_circ	4239	NCI-H23	0.927353034804754	count ≥ 5	NA	0.931033145958519	1879	NA	3043	NA	K	N	J	JKN
KNIFE	Sailfish-cir	NCLcomparator	2448	NCI-H23	0.927353034804754	count ≥ 5	NA	0.9276515151515152	1879	NA	1692	NA	K	N	L	KLN
KNIFE	Sailfish-cir	PFv2	2781	NCI-H23	0.927353034804754	count ≥ 5	NA	0.2439538043478261	1879	NA	958	NA	K	N	M	KMN
KNIFE	Sailfish-cir	segemehl	2732	NCI-H23	0.927353034804754	count ≥ 5	NA	0.8947784810126582	1879	NA	1148	NA	K	N	O	KNO
KNIFE	Sailfish-cir	CircSplice	4433	NCI-H23	0.927353034804754	count ≥ 5	NA	0.8546995936532509	1879	NA	3228	NA	K	N	E	EKN
KNIFE	segemehl	circtools	5820	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	0.9561507936507936	1879	1148	4397	0.9393719138312505	K	O	F	FKO
KNIFE	segemehl	CIRCexplorer3	6242	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	0.947398190045249	1879	1148	4747	0.9347827703557321	K	O	A	AKO
KNIFE	segemehl	CirComPara2	6336	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	0.9625	1879	1148	4912	0.9443887200655832	K	O	B	BKO
KNIFE	segemehl	circRNA_finder	4594	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	0.9368589743589744	1879	1148	2962	0.9258103741278922	K	O	C	CKO
KNIFE	segemehl	circseq_cup	4913	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	0.7788351732013704	1879	1148	2784	0.8497640975379934	K	O	D	DKO
KNIFE	segemehl	CIRI2	7607	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	0.9413793103448276	1879	1148	6208	0.9327325183780568	K	O	G	GKO
KNIFE	segemehl	CIRIquant	5793	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	0.9623376623376624	1879	1148	4294	0.9427646456329173	K	O	H	HKO
KNIFE	segemehl	ecircscreen	3849	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	0.9459915611814346	1879	1148	1909	0.9269854009108636	K	O	I	IKO
KNIFE	segemehl	find_circ	4646	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	0.931033145958519	1879	1148	3043	0.9230372177516372	K	O	J	JKO
KNIFE	segemehl	NCLscan	3274	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	0.9482758620689656	1879	1148	1741	0.9271498163722176	K	O	N	KNO
KNIFE	segemehl	NCLcomparator	3259	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	0.9276515151515152	1879	1148	1692	0.9195355821650835	K	O	L	KLO
KNIFE	segemehl	PFv2	3533	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	0.2439538043478261	1879	1148	958	0.7536787435798952	K	O	M	KMO
KNIFE	segemehl	Sailfish-cir	2732	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	NA	1879	1148	NA	NA	K	O	N	KNO
KNIFE	segemehl	CircSplice	4842	NCI-H23	0.927353034804754	count ≥ 5	0.8947784810126582	0.8546995936532509	1879	1148	3228	0.8838804695305128	K	O	E	EKO
KNIFE	CircSplice	circtools	5618	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	0.9561507936507936	1879	3228	4397	0.9159997559336455	K	E	F	EFK
KNIFE	CircSplice	CIRCexplorer3	6398	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	0.947398190045249	1879	3228	4747	0.913209442749708	K	E	A	AEK
KNIFE	CircSplice	CirComPara2	6352	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	0.9625	1879	3228	4912	0.9211764288562557	K	E	B	BEK
KNIFE	CircSplice	circRNA_finder	4617	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	0.9368589743589744	1879	3228	2962	0.9017775341135345	K	E	C	CEK
KNIFE	CircSplice	circseq_cup	6297	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	0.7788351732013704	1879	3228	2784	0.8452342875305338	K	E	D	DEK
KNIFE	CircSplice	CIRI2	7409	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	0.9413793103448276	1879	3228	6208	0.9143216437765371	K	E	G	EGK
KNIFE	CircSplice	CIRIquant	5992	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	0.9623376623376624	1879	3228	4294	0.918385763513323	K	E	H	EHK
KNIFE	CircSplice	ecircscreen	4766	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	0.9459915611814346	1879	3228	1909	0.8989972250578941	K	E	I	EIK
KNIFE	CircSplice	find_circ	5259	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	0.931033145958519	1879	3228	3043	0.8999509820690308	K	E	J	EJK
KNIFE	CircSplice	NCLscan	4806	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	0.9482758620689656	1879	3228	1741	0.8984250754341262	K	E	N	EKN
KNIFE	CircSplice	NCLcomparator	4792	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	0.9276515151515152	1879	3228	1692	0.8929332261137213	K	E	L	EKL
KNIFE	CircSplice	PFv2	5224	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	0.2439538043478261	1879	3228	958	0.7807377387099826	K	E	M	EKM
KNIFE	CircSplice	Sailfish-cir	4433	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	NA	1879	3228	NA	NA	K	E	N	EKN
KNIFE	CircSplice	segemehl	4842	NCI-H23	0.927353034804754	count ≥ 5	0.8546995936532509	0.8947784810126582	1879	3228	1148	0.883880469530513	K	E	O	EKO
NCLscan	circtools	CIRCexplorer3	6728	NCI-H23	0.9482758620689656	count ≥ 5	0.9561507936507936	0.947398190045249	1741	4397	4747	0.9510741868341209	N	F	A	AFN
NCLscan	circtools	CirComPara2	6673	NCI-H23	0.9482758620689656	count ≥ 5	0.9561507936507936	0.9625	1741	4397	4912	0.9577324267461185	N	F	B	BFN
NCLscan	circtools	circRNA_finder	5501	NCI-H23	0.9482758620689656	count ≥ 5	0.9561507936507936	0.9368589743589744	1741	4397	2962	0.9483647909446034	N	F	C	CFN
NCLscan	circtools	circseq_cup	7045	NCI-H23	0.9482758620689656	count ≥ 5	0.9561507936507936	0.7788351732013704	1741	4397	2784	0.8992849627591598	N	F	D	DFN
NCLscan	circtools	CIRI2	7515	NCI-H23	0.9482758620689656	count ≥ 5	0.9561507936507936	0.9413793103448276	1741	4397	6208	0.9476126740778631	N	F	G	FGN
NCLscan	circtools	CIRIquant	6359	NCI-H23	0.9482758620689656	count ≥ 5	0.9561507936507936	0.9623376623376624	1741	4397	4294	0.9573831707843683	N	F	H	FHN
NCLscan	circtools	ecircscreen	5550	NCI-H23	0.9482758620689656	count ≥ 5	0.9561507936507936	0.9459915611814346	1741	4397	1909	0.9520369337442485	N	F	I	FIN
NCLscan	circtools	find_circ	5863	NCI-H23	0.9482758620689656	count ≥ 5	0.9561507936507936	0.931033145958519	1741	4397	3043	0.9463323362048124	N	F	J	FJN
NCLscan	circtools	KNIFE	5817	NCI-H23	0.9482758620689656	count ≥ 5	0.9561507936507936	0.927353034804754	1741	4397	1879	0.947691114873736	N	F	K	FKN
NCLscan	circtools	NCLcomparator	5386	NCI-H23	0.9482758620689656	count ≥ 5	0.9561507936507936	0.9276515151515152	1741	4397	1692	0.948241338337289	N	F	L	FLN
NCLscan	circtools	PFv2	6142	NCI-H23	0.9482758620689656	count ≥ 5	0.9561507936507936	0.2439538043478261	1741	4397	958	0.8580680749872923	N	F	M	FMN
NCLscan	circtools	segemehl	5732	NCI-H23	0.9482758620689656	count ≥ 5	0.9561507936507936	0.8947784810126582	1741	4397	1148	0.9445990957654598	N	F	O	FNO
NCLscan	circtools	CircSplice	5531	NCI-H23	0.9482758620689656	count ≥ 5	0.9561507936507936	0.8546995936532509	1741	4397	3228	0.9197217172600152	N	F	E	EFN
NCLscan	CIRCexplorer3	circtools	6728	NCI-H23	0.9482758620689656	count ≥ 5	0.947398190045249	0.9561507936507936	1741	4747	4397	0.9510741868341209	N	A	F	AFN
NCLscan	CIRCexplorer3	CirComPara2	6955	NCI-H23	0.9482758620689656	count ≥ 5	0.947398190045249	0.9625	1741	4747	4912	0.9540392529830584	N	A	B	ABN
NCLscan	CIRCexplorer3	circRNA_finder	6335	NCI-H23	0.9482758620689656	count ≥ 5	0.947398190045249	0.9368589743589744	1741	4747	2962	0.9442564831807563	N	A	C	ACN
NCLscan	CIRCexplorer3	circseq_cup	7505	NCI-H23	0.9482758620689656	count ≥ 5	0.947398190045249	0.7788351732013704	1741	4747	2784	0.8969504536453279	N	A	D	ADN
NCLscan	CIRCexplorer3	CIRI2	7524	NCI-H23	0.9482758620689656	count ≥ 5	0.947398190045249	0.9413793103448276	1741	4747	6208	0.9445754759473499	N	A	G	AGN
NCLscan	CIRCexplorer3	CIRIquant	6754	NCI-H23	0.9482758620689656	count ≥ 5	0.947398190045249	0.9623376623376624	1741	4747	4294	0.9534896499800396	N	A	H	AHN
NCLscan	CIRCexplorer3	ecircscreen	6020	NCI-H23	0.9482758620689656	count ≥ 5	0.947398190045249	0.9459915611814346	1741	4747	1909	0.9472603756463289	N	A	I	AIN
NCLscan	CIRCexplorer3	find_circ	6261	NCI-H23	0.9482758620689656	count ≥ 5	0.947398190045249	0.931033145958519	1741	4747	3043	0.9423335795990597	N	A	J	AJN
NCLscan	CIRCexplorer3	KNIFE	6170	NCI-H23	0.9482758620689656	count ≥ 5	0.947398190045249	0.927353034804754	1741	4747	1879	0.9430792203185129	N	A	K	AKN
NCLscan	CIRCexplorer3	NCLcomparator	5742	NCI-H23	0.9482758620689656	count ≥ 5	0.947398190045249	0.9276515151515152	1741	4747	1692	0.9435004703720329	N	A	L	ALN
NCLscan	CIRCexplorer3	PFv2	6542	NCI-H23	0.9482758620689656	count ≥ 5	0.947398190045249	0.2439538043478261	1741	4747	958	0.857098472813871	N	A	M	AMN
NCLscan	CIRCexplorer3	segemehl	6164	NCI-H23	0.9482758620689656	count ≥ 5	0.947398190045249	0.8947784810126582	1741	4747	1148	0.9396874253810106	N	A	O	ANO
NCLscan	CIRCexplorer3	CircSplice	6321	NCI-H23	0.9482758620689656	count ≥ 5	0.947398190045249	0.8546995936532509	1741	4747	3228	0.9167576957924619	N	A	E	AEN
NCLscan	CirComPara2	circtools	6673	NCI-H23	0.9482758620689656	count ≥ 5	0.9625	0.9561507936507936	1741	4912	4397	0.9577324267461185	N	B	F	BFN
NCLscan	CirComPara2	CIRCexplorer3	6955	NCI-H23	0.9482758620689656	count ≥ 5	0.9625	0.947398190045249	1741	4912	4747	0.9540392529830584	N	B	A	ABN
NCLscan	CirComPara2	circRNA_finder	6231	NCI-H23	0.9482758620689656	count ≥ 5	0.9625	0.9368589743589744	1741	4912	2962	0.9520254350403901	N	B	C	BCN
NCLscan	CirComPara2	circseq_cup	7582	NCI-H23	0.9482758620689656	count ≥ 5	0.9625	0.7788351732013704	1741	4912	2784	0.9056930590287893	N	B	D	BDN
NCLscan	CirComPara2	CIRI2	7727	NCI-H23	0.9482758620689656	count ≥ 5	0.9625	0.9413793103448276	1741	4912	6208	0.950379522158678	N	B	G	BGN
NCLscan	CirComPara2	CIRIquant	6794	NCI-H23	0.9482758620689656	count ≥ 5	0.9625	0.9623376623376624	1741	4912	4294	0.9601741297104222	N	B	H	BHN
NCLscan	CirComPara2	ecircscreen	6045	NCI-H23	0.9482758620689656	count ≥ 5	0.9625	0.9459915611814346	1741	4912	1909	0.9559269056479126	N	B	I	BIN
NCLscan	CirComPara2	find_circ	6350	NCI-H23	0.9482758620689656	count ≥ 5	0.9625	0.931033145958519	1741	4912	3043	0.9500703526210645	N	B	J	BJN
NCLscan	CirComPara2	KNIFE	6309	NCI-H23	0.9482758620689656	count ≥ 5	0.9625	0.927353034804754	1741	4912	1879	0.9518570825433897	N	B	K	BKN
NCLscan	CirComPara2	NCLcomparator	5875	NCI-H23	0.9482758620689656	count ≥ 5	0.9625	0.9276515151515152	1741	4912	1692	0.9524667033551147	N	B	L	BLN
NCLscan	CirComPara2	PFv2	6652	NCI-H23	0.9482758620689656	count ≥ 5	0.9625	0.2439538043478261	1741	4912	958	0.8688025253484807	N	B	M	BMN
NCLscan	CirComPara2	segemehl	6229	NCI-H23	0.9482758620689656	count ≥ 5	0.9625	0.8947784810126582	1741	4912	1148	0.9493595657049866	N	B	O	BNO
NCLscan	CirComPara2	CircSplice	6251	NCI-H23	0.9482758620689656	count ≥ 5	0.9625	0.8546995936532509	1741	4912	3228	0.9247766991372092	N	B	E	BEN
NCLscan	circRNA_finder	circtools	5501	NCI-H23	0.9482758620689656	count ≥ 5	0.9368589743589744	0.9561507936507936	1741	2962	4397	0.9483647909446034	N	C	F	CFN
NCLscan	circRNA_finder	CIRCexplorer3	6335	NCI-H23	0.9482758620689656	count ≥ 5	0.9368589743589744	0.947398190045249	1741	2962	4747	0.9442564831807565	N	C	A	ACN
NCLscan	circRNA_finder	CirComPara2	6231	NCI-H23	0.9482758620689656	count ≥ 5	0.9368589743589744	0.9625	1741	2962	4912	0.9520254350403903	N	C	B	BCN
NCLscan	circRNA_finder	circseq_cup	5971	NCI-H23	0.9482758620689656	count ≥ 5	0.9368589743589744	0.7788351732013704	1741	2962	2784	0.880753530133026	N	C	D	CDN
NCLscan	circRNA_finder	CIRI2	7328	NCI-H23	0.9482758620689656	count ≥ 5	0.9368589743589744	0.9413793103448276	1741	2962	6208	0.941252618140779	N	C	G	CGN
NCLscan	circRNA_finder	CIRIquant	5821	NCI-H23	0.9482758620689656	count ≥ 5	0.9368589743589744	0.9623376623376624	1741	2962	4294	0.9512284628199703	N	C	H	CHN
NCLscan	circRNA_finder	ecircscreen	4490	NCI-H23	0.9482758620689656	count ≥ 5	0.9368589743589744	0.9459915611814346	1741	2962	1909	0.9425018826691939	N	C	I	CIN
NCLscan	circRNA_finder	find_circ	5019	NCI-H23	0.9482758620689656	count ≥ 5	0.9368589743589744	0.931033145958519	1741	2962	3043	0.9371363827866157	N	C	J	CJN
NCLscan	circRNA_finder	KNIFE	4596	NCI-H23	0.9482758620689656	count ≥ 5	0.9368589743589744	0.927353034804754	1741	2962	1879	0.9371651337452879	N	C	K	CKN
NCLscan	circRNA_finder	NCLcomparator	4060	NCI-H23	0.9482758620689656	count ≥ 5	0.9368589743589744	0.9276515151515152	1741	2962	1692	0.9375310276074613	N	C	L	CLN
NCLscan	circRNA_finder	PFv2	4847	NCI-H23	0.9482758620689656	count ≥ 5	0.9368589743589744	0.2439538043478261	1741	2962	958	0.8231111645431141	N	C	M	CMN
NCLscan	circRNA_finder	segemehl	4467	NCI-H23	0.9482758620689656	count ≥ 5	0.9368589743589744	0.8947784810126582	1741	2962	1148	0.9319997016092776	N	C	O	CNO
NCLscan	circRNA_finder	CircSplice	4473	NCI-H23	0.9482758620689656	count ≥ 5	0.9368589743589744	0.8546995936532509	1741	2962	3228	0.9059254628957313	N	C	E	CEN
NCLscan	circseq_cup	circtools	7045	NCI-H23	0.9482758620689656	count ≥ 5	0.7788351732013704	0.9561507936507936	1741	2784	4397	0.8992849627591598	N	D	F	DFN
NCLscan	circseq_cup	CIRCexplorer3	7505	NCI-H23	0.9482758620689656	count ≥ 5	0.7788351732013704	0.947398190045249	1741	2784	4747	0.8969504536453279	N	D	A	ADN
NCLscan	circseq_cup	CirComPara2	7582	NCI-H23	0.9482758620689656	count ≥ 5	0.7788351732013704	0.9625	1741	2784	4912	0.9056930590287893	N	D	B	BDN
NCLscan	circseq_cup	circRNA_finder	5971	NCI-H23	0.9482758620689656	count ≥ 5	0.7788351732013704	0.9368589743589744	1741	2784	2962	0.8807535301330259	N	D	C	CDN
NCLscan	circseq_cup	CIRI2	8742	NCI-H23	0.9482758620689656	count ≥ 5	0.7788351732013704	0.9413793103448276	1741	2784	6208	0.9003361741055971	N	D	G	DGN
NCLscan	circseq_cup	CIRIquant	6997	NCI-H23	0.9482758620689656	count ≥ 5	0.7788351732013704	0.9623376623376624	1741	2784	4294	0.9016332146652235	N	D	H	DHN
NCLscan	circseq_cup	ecircscreen	5343	NCI-H23	0.9482758620689656	count ≥ 5	0.7788351732013704	0.9459915611814346	1741	2784	1909	0.8742808965418157	N	D	I	DIN
NCLscan	circseq_cup	find_circ	6022	NCI-H23	0.9482758620689656	count ≥ 5	0.7788351732013704	0.931033145958519	1741	2784	3043	0.8790115302862654	N	D	J	DJN
NCLscan	circseq_cup	KNIFE	4877	NCI-H23	0.9482758620689656	count ≥ 5	0.7788351732013704	0.927353034804754	1741	2784	1879	0.8684762258670856	N	D	K	DKN
NCLscan	circseq_cup	NCLcomparator	4263	NCI-H23	0.9482758620689656	count ≥ 5	0.7788351732013704	0.9276515151515152	1741	2784	1692	0.8667865146680147	N	D	L	DLN
NCLscan	circseq_cup	PFv2	5075	NCI-H23	0.9482758620689656	count ≥ 5	0.7788351732013704	0.2439538043478261	1741	2784	958	0.7391816783913736	N	D	M	DMN
NCLscan	circseq_cup	segemehl	4819	NCI-H23	0.9482758620689656	count ≥ 5	0.7788351732013704	0.8947784810126582	1741	2784	1148	0.8542977426859185	N	D	O	DNO
NCLscan	circseq_cup	CircSplice	6190	NCI-H23	0.9482758620689656	count ≥ 5	0.7788351732013704	0.8546995936532509	1741	2784	3228	0.8484710030139788	N	D	E	DEN
NCLscan	CIRI2	circtools	7515	NCI-H23	0.9482758620689656	count ≥ 5	0.9413793103448276	0.9561507936507936	1741	6208	4397	0.9476126740778631	N	G	F	FGN
NCLscan	CIRI2	CIRCexplorer3	7524	NCI-H23	0.9482758620689656	count ≥ 5	0.9413793103448276	0.947398190045249	1741	6208	4747	0.9445754759473499	N	G	A	AGN
NCLscan	CIRI2	CirComPara2	7727	NCI-H23	0.9482758620689656	count ≥ 5	0.9413793103448276	0.9625	1741	6208	4912	0.950379522158678	N	G	B	BGN
NCLscan	CIRI2	circRNA_finder	7328	NCI-H23	0.9482758620689656	count ≥ 5	0.9413793103448276	0.9368589743589744	1741	6208	2962	0.941252618140779	N	G	C	CGN
NCLscan	CIRI2	circseq_cup	8742	NCI-H23	0.9482758620689656	count ≥ 5	0.9413793103448276	0.7788351732013704	1741	6208	2784	0.9003361741055971	N	G	D	DGN
NCLscan	CIRI2	CIRIquant	7327	NCI-H23	0.9482758620689656	count ≥ 5	0.9413793103448276	0.9623376623376624	1741	6208	4294	0.9497107699551319	N	G	H	GHN
NCLscan	CIRI2	ecircscreen	7308	NCI-H23	0.9482758620689656	count ≥ 5	0.9413793103448276	0.9459915611814346	1741	6208	1909	0.9434904569667393	N	G	I	GIN
NCLscan	CIRI2	find_circ	7433	NCI-H23	0.9482758620689656	count ≥ 5	0.9413793103448276	0.931033145958519	1741	6208	3043	0.9396074324631124	N	G	J	GJN
NCLscan	CIRI2	KNIFE	7584	NCI-H23	0.9482758620689656	count ≥ 5	0.9413793103448276	0.927353034804754	1741	6208	1879	0.9399193515344821	N	G	K	GKN
NCLscan	CIRI2	NCLcomparator	7176	NCI-H23	0.9482758620689656	count ≥ 5	0.9413793103448276	0.9276515151515152	1741	6208	1692	0.9402154753779818	N	G	L	GLN
NCLscan	CIRI2	PFv2	7951	NCI-H23	0.9482758620689656	count ≥ 5	0.9413793103448276	0.2439538043478261	1741	6208	958	0.8677151430389555	N	G	M	GMN
NCLscan	CIRI2	segemehl	7524	NCI-H23	0.9482758620689656	count ≥ 5	0.9413793103448276	0.8947784810126582	1741	6208	1148	0.9368183720660976	N	G	O	GNO
NCLscan	CIRI2	CircSplice	7332	NCI-H23	0.9482758620689656	count ≥ 5	0.9413793103448276	0.8546995936532509	1741	6208	3228	0.9174198195218262	N	G	E	EGN
